"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1759609916296507832","Mon Feb 19 16:04:30 +0000 2024","1","Kalau 2024 -2029 partai ² pendukung 01 dan 03 merapat ke gemoy itu tandanya demokrasi sudah mati karena yang namanya demokrasi itu ada partai oposisi . Dan sebagai rakyat yang cerdas lebih Baik golput di pemilu 2029 kalau sampai partai pendukung 01 dan 03 merapat ke gemoy.","1759609916296507832","","","in"," Broken Heart Hacker","1","0","0","https://x.com/CH4__15R/status/1759609916296507832","1359209148","CH4__15R"
"1759590847505703041","Mon Feb 19 16:00:04 +0000 2024","0","@doncharbone @RomitsuT Ngliat videonya nyampe tuntas ga? Di situ udah dijelasin pemateri juga menanyakan selisih suara yang tidak masuk ke KPU itu apakah pemilihnya golput atau tidak","1759608798279503991","","doncharbone","in","","0","0","0","https://x.com/DNTRahma/status/1759608798279503991","1746219251952975872","DNTRahma"
"1759223535124578697","Mon Feb 19 15:57:28 +0000 2024","0","@AssegafAlbar Jgn sok jagoan kawan...ntr mata lu buta ke duany.... baru nyahok lu....nggak kapok-kapok....udah bau tanah msh sok jagoan....slm golput sejati 5 jari...","1759608144840601966","","AssegafAlbar","in","","0","0","0","https://x.com/YahyaAriel5/status/1759608144840601966","1626604411907895302","YahyaAriel5"
"1759603331536953641","Mon Feb 19 15:47:04 +0000 2024","0","@enjoyeries kmu yah golput","1759605529096450522","","enjoyeries","in","","0","0","0","https://x.com/haechihunnie/status/1759605529096450522","1717252417568542720","haechihunnie"
"1758897039969267917","Mon Feb 19 15:43:44 +0000 2024","0","@Bang_Garr @SneakyGems @Echochadser @Athena_XBT Bismillah golput https://t.co/RtqnWos9BG","1759604689845522694","https://pbs.twimg.com/media/GGtfIZHbcAA0L3T.jpg","Bang_Garr","in","","0","0","0","https://x.com/Agustus4892/status/1759604689845522694","1524435461711613953","Agustus4892"
"1759603331536953641","Mon Feb 19 15:42:33 +0000 2024","0","@haechihunnie ble yg gable itu golput","1759604390363890040","","haechihunnie","in","JOIN GO LINE? DM💟","0","1","0","https://x.com/enjoyeries/status/1759604390363890040","1389519648694038532","enjoyeries"
"1759412366796898710","Mon Feb 19 15:41:34 +0000 2024","0","@sakurazyy @mediocrickey Jadi lebih baik golput atau membuat perubahan?","1759604145244504183","","sakurazyy","in","","0","0","0","https://x.com/CrocoDeljagung/status/1759604145244504183","1088400525643542528","CrocoDeljagung"
"1759444776557175287","Mon Feb 19 15:29:22 +0000 2024","0","@Kikiandreas12 Gua golput","1759601072497442997","","Kikiandreas12","in","Purwokerto Timur, Indonesia","0","0","0","https://x.com/funtasticsm/status/1759601072497442997","1343353643588673536","funtasticsm"
"1759583073371595122","Mon Feb 19 15:27:49 +0000 2024","0","@03__nakula Cemas kau dek oke gass oke gass","1759600683647652011","","03__nakula","in","","0","0","0","https://x.com/DiestaChan/status/1759600683647652011","1741257350785511424","DiestaChan"
"1759444887756521633","Mon Feb 19 15:27:02 +0000 2024","4","@densatjo Binguuung asliii dah..... Katanya kalau golput gak usah nyinyirin yang milih. Laaah golput kan juga berhak menilai ","1759600488524505404","","densatjo","in","Central Java, Indonesia","0","0","2","https://x.com/cemitimas71/status/1759600488524505404","1299011991596445697","cemitimas71"
"1759487859164389696","Mon Feb 19 15:21:52 +0000 2024","0","@Pemburu0077 @DokterTifa Aku selalu golput.baru kali ini aku ikut milih.itu krna Abah yg mau jdi presiden.kl bukan krna abah.aku tetap golput.","1759599184657981718","","The_One_0101","in","","0","0","0","https://x.com/ZuraidaAbd588/status/1759599184657981718","1705906310938771456","ZuraidaAbd588"
"1759591345524765000","Mon Feb 19 15:05:53 +0000 2024","0","@parlinburman84 @Bebque__ Golput ga boleh ikut2 ","1759595164145005000","","","in","Siantar, Bklu, Lubuklinggau","0","0","0","https://x.com/AsepWitoko/status/1759595164145005000","498469927","AsepWitoko"
"1759591030058635705","Mon Feb 19 15:04:44 +0000 2024","0","@Yurissa_Samosir @BennyHarmanID @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @choymarkochoy @cakimiNOW Ini benny yg dulu minta tempur ke jokowi kan?. Gw pendukung anies tp.klo mrk akhirnya bareng gw GOLPUT","1759594872867258600","","Yurissa_Samosir","in","Pulau Nusakambangan Cilacap","0","1","0","https://x.com/Kayakuwek2/status/1759594872867258600","1554270233732362241","Kayakuwek2"
"1759487859164389696","Mon Feb 19 15:01:34 +0000 2024","0","@DokterTifa 2004 : masih SD 2009 : masih SMP 2014 : golput (baru lulus SMA ga peduli politik) 2019 : prabowo (ga suka rezim jokowi) 2024 : Anies Baswedan (Sosok terbaik untuk politik Indonesia saat ini)","1759594079674069306","","DokterTifa","in","INDONESIA","0","0","0","https://x.com/_flylee/status/1759594079674069306","1113656124","_flylee"
"1759566462069658094","Mon Feb 19 14:58:29 +0000 2024","0","@agungasakura @arnoldneverstar @Penkycool @jogmfs Bakale luweh okeh sek golput","1759593303438471491","","agungasakura","in","sermo belum tidur !!","0","0","0","https://x.com/budex_wibowo/status/1759593303438471491","609853324","budex_wibowo"
"1759367076287029413","Mon Feb 19 14:56:50 +0000 2024","0","@keuangannews_id jangan² saya yang golput dihitung 01 juga ","1759592885459333626","","keuangannews_id","in","","0","0","0","https://x.com/windahsepakbola/status/1759592885459333626","1528634660036587520","windahsepakbola"
"1759591140943368512","Mon Feb 19 14:49:54 +0000 2024","3","1. golput 2. ga nonton debat 3. mantau twitter doang 4. baca hasil debat di twitter DISURUH ANALISIS PULA ","1759591140943368512","","","in","","0","0","0","https://x.com/elesteace/status/1759591140943368512","1125015578844942336","elesteace"
"1757780621697708454","Mon Feb 19 14:49:27 +0000 2024","0","@sutanmangara Coba cari persentase golput bg? Mana tau dua putaran?","1759591029022577150","","sutanmangara","in","Kamar Tidur","0","0","0","https://x.com/palelopeaang/status/1759591029022577150","249973947","palelopeaang"
"1759588037275893832","Mon Feb 19 14:46:31 +0000 2024","0","@tempodotco Udahlah capek @KPU_ID udah ngk di percayai LG 2029 gue golput","1759590291370279069","","tempodotco","in","Tangerang, Indonesia","0","0","0","https://x.com/jamalkobain666_/status/1759590291370279069","1491964091883085824","jamalkobain666_"
"1759487859164389696","Mon Feb 19 14:41:54 +0000 2024","1","@DokterTifa 2019: GOLPUT 2024: Anies 2029: Anies (SEMOGA MASI ADA PEMILU)","1759589129254506517","","DokterTifa","in","","0","1","0","https://x.com/onlinejourneyy/status/1759589129254506517","2906126605","onlinejourneyy"
"1759588304876609876","Mon Feb 19 14:38:38 +0000 2024","0","Pilpres 2009(belum bisa nyoblos tapi jagoin SBY) Pilgub jakarta 2012(belum bisa nyoblos tapi jagoin jokowi) Pilpres 2014( prabowo karena nganggap jokowi belum siap jadi presiden) Pilgub 2017 (Anies) Pilpres 2019 (mau golput tapi gk jadi yaudah prabowo) Pilpres 2024(Anies)","1759588304876609876","","","in","south jakarta","0","0","0","https://x.com/netizenjinak/status/1759588304876609876","267636605","netizenjinak"
"1759566462069658094","Mon Feb 19 14:36:19 +0000 2024","0","@jelasoffside @duniakamuu @jogmfs Aku kemarin nanya gaboleh kak alhasil mbak kostku pada golput semua Syaratnya harus ke kelurahan dulu minta surat","1759587722405228552","","","in","Indonesia","0","2","0","https://x.com/NoturHabibtiiii/status/1759587722405228552","1500100546023538693","NoturHabibtiiii"
"1759544097818419350","Mon Feb 19 14:34:50 +0000 2024","0","@tijabar Hantam mak ","1759587349024084431","","tijabar","in","","0","0","0","https://x.com/DiestaChan/status/1759587349024084431","1741257350785511424","DiestaChan"
"1759587231088742597","Mon Feb 19 14:34:22 +0000 2024","0","ada untungnya saya baru taun ini ikut pemilu klo taun sblmnya ikut kayanya bakal golput sih","1759587231088742597","","","in","trybetter","0","0","0","https://x.com/jwarkive/status/1759587231088742597","1073702109919363072","jwarkive"
"1759469220730224694","Mon Feb 19 14:33:52 +0000 2024","0","@profatitty Hah? Itu saya di-blocked udah lamaaaaaa. Periode Joko yg pertama. Yg seringnya diem aja di DPR. Termasuk gara-gara bela tetangga saya di Wadas. Masa Golput narik kesimpulannya kayak gitu?? Pendukung 02 pasti ini sih. ","1759587108879233035","","profatitty","in","Magelang, Jawa Tengah","0","0","0","https://x.com/kopididid/status/1759587108879233035","1049711295799296001","kopididid"
"1759469220730224694","Mon Feb 19 14:31:30 +0000 2024","0","@profatitty Saya Golput Mbak. Pemilu 1999 adalah pemilu pertama dan terakhir kali saya nyoblos. Dulu nyoblos PRD. Eh tapi di Pileg aja yg kemarin nyoblos Partai Buruh. Sisanya selalu datang ke TPS untuk rusak kertas suara.","1759586509601345905","","profatitty","in","Magelang, Jawa Tengah","0","0","0","https://x.com/kopididid/status/1759586509601345905","1049711295799296001","kopididid"
"1759511581396992355","Mon Feb 19 13:42:14 +0000 2024","0","@cookiezrav timaci sudah tidak golput ravie ","1759574112056590540","","cookiezrav","in","nyao !★","0","1","0","https://x.com/naoimise/status/1759574112056590540","1324982558975696896","naoimise"
"1759573207919780266","Mon Feb 19 13:42:05 +0000 2024","0","@prvtronly Anjirr nay out pemilihan ini Golput saya gk bisa milih Kalau bisa 4 kenapa harus 2","1759574074513383726","","prvtronly","in","","0","1","0","https://x.com/meenay_winoff/status/1759574074513383726","1371400447085277184","meenay_winoff"
"1759573977234825590","Mon Feb 19 13:41:42 +0000 2024","0","- GOLPUT - GOLPUT - GOLPUT - GOLPUT - GOLPUT - GOLPUT Hanya untuk kali ini boleh dong aku golput. Hehehee","1759573977234825590","","","in","","0","0","0","https://x.com/Starlee2901/status/1759573977234825590","1669737202987995136","Starlee2901"
"1759237396347175268","Mon Feb 19 13:38:21 +0000 2024","0","@dzlfikar3 @berlarian @rzrgy Hah? Aku jg salafi dan sering berargumen sama salafi tulen. Kebanyakan mereka itu golput karena gk mau mempraktikkan sistem demokrasi. Tapi sebagian lain nyoblos karena terpaksa takut Prabowo menang. Kok bisa bisanya salafi milih Prabowo. Pemikirannya bid'ah sekali wkwk.","1759573137111548239","","dzlfikar3","in","Bumi","0","1","0","https://x.com/YuliKri18756718/status/1759573137111548239","1521845184795136002","YuliKri18756718"
"1759487859164389696","Mon Feb 19 13:37:50 +0000 2024","0","@DokterTifa 2004: Amin Rais 2009: Golput (Ga suka SBY &amp; Mega) 2014: Prabowo 2019: Prabowo 2024: Anis Pilihan gue ga pernah menang. Jadi udah terlatih patah Hati. 2029: Golput lagi kali ya. Udah pesimis. ","1759573004516769925","","DokterTifa","in","","0","0","0","https://x.com/Goezking/status/1759573004516769925","106109255","Goezking"
"1759538009207173369","Mon Feb 19 13:32:32 +0000 2024","2","@toe_giman @MardaniAliSera Makin memantapkan hati ajak keluarga untuk Golput selamanya. Berulangkali dikhianati orang2 yg haus kekuasaan","1759571672821268699","","toe_giman","in","Malang","0","0","0","https://x.com/trieslove88/status/1759571672821268699","1603515902019850241","trieslove88"
"1759487859164389696","Mon Feb 19 13:29:02 +0000 2024","0","@DokterTifa 2004 : Putaran 1 : Amin Rais : Putaran 2 : Golput 2009 : Golput 2014 : Prabowo 2019 : Prabowo 2024 : Anis Setiap milih capres selalu kalah wkwkw Gpp lah menang kalah biasa dlm suatu kontestasi politik yg penting masyarakat tetap rukun dan damai","1759570790885081260","","DokterTifa","in","","0","0","0","https://x.com/RickyCantona6/status/1759570790885081260","1405282864086716419","RickyCantona6"
"1759544182287515894","Mon Feb 19 13:22:29 +0000 2024","0","@iso_tenanan @blantik_pedhet2 60% rakyat Indonesia akan golput bayangkan coba ","1759569142464840169","","iso_tenanan","in","Indonesia","0","0","0","https://x.com/Bunga_JyKesuma/status/1759569142464840169","3277134913","Bunga_JyKesuma"
"1759219834087411742","Mon Feb 19 13:22:22 +0000 2024","0","@sosmedkeras kalo sampe gelar ulang aku mau golput ajalah cape antri panas panasan + anak rewel duhh males bgt","1759569115298377919","","sosmedkeras","in","jawa timur","0","0","0","https://x.com/dlnmu/status/1759569115298377919","1075605005455962112","dlnmu"
"1759567866431725782","Mon Feb 19 13:17:25 +0000 2024","0","Pemilu Berjalan Aman Warga Kota Bogor Berkreasi Tekan Golput - https://t.co/j8nnmIFl9K #pemilu2024","1759567866431725782","","","in","bogor","0","0","1","https://x.com/web_bogorkita/status/1759567866431725782","139644995","web_bogorkita"
"1759368249022832920","Mon Feb 19 13:09:51 +0000 2024","1","@RcyberProj0 @FALDA81 @Gerindra @gibran_tweet @Projo_Pusat @prabowo @budimuni98 @handoko2411 Semua 100% dimana suara saya yang golput ko tidak tampil PEMBODOHAN","1759565963719303613","","RcyberProj0","in","","0","1","0","https://x.com/Fuhrer1uwais/status/1759565963719303613","1727927439861641216","Fuhrer1uwais"
"1759485982523678982","Mon Feb 19 13:07:54 +0000 2024","0","@ferrykoto Istriku jg aku omelin krn tadinya mau pilih non AMIN.aku bilang lebih baik km golput dripd gk milih AMIN..krn dosamu suami yg tanggung..milih pemimpin sdh diatur dlm agama gak boleh diutak atik krn nafsu dunia palagi cm iming² bansos.. Alhamdulillah akhrnya istriku coblos AMIN.","1759565473719681172","","ferrykoto","in","","0","3","0","https://x.com/mickolv_idas/status/1759565473719681172","484770197","mickolv_idas"
"1759293589174223311","Mon Feb 19 13:01:12 +0000 2024","0","@agethex Astaghfirullah. Mantap erti!","1759563787928232230","","agethalestari","in","","0","0","0","https://x.com/andlutfi/status/1759563787928232230","249058726","andlutfi"
"1759532117019762992","Mon Feb 19 13:00:28 +0000 2024","0","@Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @_memoryusang @serakyut @islah_bahrawi @Miduk17 @seruanhl @vita_AVP Mgkn yg pak @jokowi maksud adalah gagal panen singkong di food estate Kalteng ","1759563603957690631","","Aryprasetyo85","in","","0","0","0","https://x.com/Pengejar_Visi/status/1759563603957690631","1515665369213861896","Pengejar_Visi"
"1759374932956635192","Mon Feb 19 12:59:29 +0000 2024","0","@adearmando61 Ya begitulah komentarnya kalau pendukung yang kalah dasar politik yg putih mau d jadiin hitam yg hitam bisa diputihkan saya golput karna gak milih bukan golhit","1759563355520733316","","adearmando61","in","Malang jawa timur","0","0","0","https://x.com/yantosalbut/status/1759563355520733316","1666252678350135296","yantosalbut"
"1759532117019762992","Mon Feb 19 12:58:57 +0000 2024","0","@NyiMasRuminah @Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @_memoryusang @serakyut @islah_bahrawi @Miduk17 @seruanhl @vita_AVP Bisa tunjukkan bukti kegagalan panen di tahun lalu ?","1759563218631159854","","NyiMasRuminah","in","","0","0","0","https://x.com/Pengejar_Visi/status/1759563218631159854","1515665369213861896","Pengejar_Visi"
"1759562849171698129","Mon Feb 19 12:57:28 +0000 2024","0","penasaran sama data berapa % pemilih yg golput di periode pemilu ini.","1759562849171698129","","","in","Heaven & Hell","0","0","0","https://x.com/fredieka/status/1759562849171698129","60517629","fredieka"
"1759403608049938506","Mon Feb 19 12:55:20 +0000 2024","1","@mihrabku @KPU_ID @bawaslu_RI Betul sebenarnya saya mau golput mengingat carut marutnya pemilu 2019 + pengkhianatan Prabowo tp melihat ada calon sebagus pa Anies sayang kalo tdk mjd bagian dari perbaikan negeri ini namun ternyata pelaksanaan pemilu kali ini lbh parah dari yang lalu #muak","1759562308794401067","","mihrabku","in","bumi Alloh","0","0","1","https://x.com/ZwahidAq/status/1759562308794401067","920944037321773056","ZwahidAq"
"1759548427103559953","Mon Feb 19 12:54:20 +0000 2024","1","@fllorencefleur Bikin dih lumayan buat abang sama adek. Abang masih di posisi 2. Kmrn² gw males ss gw pikir vote tinggal vote dr hati sendirikan. Yg penting kasih suara jgn golput ","1759562059954659481","","ilianathoughts","in","","0","1","0","https://x.com/HateuRainy/status/1759562059954659481","1612802079646707717","HateuRainy"
"1759487859164389696","Mon Feb 19 12:47:23 +0000 2024","4","@ashikhan000786 @sahlansamsul @edwinaldrianto @DokterTifa 2029 kayanya banyak yg golput kalo sistem pemilu nya begini2 aja pasti di manfaat kan dan gak pernah jurdil yg menang yg itu2 lagi kaya gak ada pilihan lain lagi aja sekarang aja banyak yg golput temen saya golput katanya males yg menang orangnya itu2 aja","1759560311152222708","","ashikhan000786","in","","0","0","0","https://x.com/Wahyudi62957901/status/1759560311152222708","1289534693138808832","Wahyudi62957901"
"1759058923372564870","Mon Feb 19 12:44:56 +0000 2024","0","@__PASMANTAP @rrprst bagusnya dibuat RUU terkait golput lebih lanjut jika golput hak kewarganegaraan indonesia di copot dan dianggap sebagai imirgran ilegal. ","1759559694908342739","","__PASMANTAP","in","East Borneo, Indonesia","0","0","0","https://x.com/ihbalee/status/1759559694908342739","1741180520464281600","ihbalee"
"1759487859164389696","Mon Feb 19 12:32:13 +0000 2024","0","@DokterTifa 2004 - 2019 Golput dok saya ","1759556492259389856","","DokterTifa","in","Kota Bandung, Jawa Barat","0","0","0","https://x.com/ruhsinrkm/status/1759556492259389856","3243720146","ruhsinrkm"
"1759500606585401423","Mon Feb 19 12:30:19 +0000 2024","0","@JimlyAs Integritas dan Kredibilitas Pemilu 2024 hanya 7 004%. Ini saya hitung dari hasil temuan @bawaslu_RI selama penyelenggaran Pemilu 2024. 92 996% adalah culas licik dan tidak ada malunya sehingga menghasilkan bau busuk. Salam #golput","1759556015899750768","","JimlyAs","in","","0","0","0","https://x.com/cabeasam/status/1759556015899750768","3394919954","cabeasam"
"1759462432488218641","Mon Feb 19 12:28:37 +0000 2024","2","@faizalassegaf Kalo si bewok jadi gabung wowo sy nilai si brewok lebih buruk dan munafik dari wowo Sejatinya Tokoh² ini ga ada memikirkan rakyat ..hanya memikirkan untung rugi dlm berpolitik... Sdh paling benar orang² yg golput biarkan meraka saling bantai kita cukup menonton","1759555584783982630","","faizalassegaf","in","Ambon","0","0","0","https://x.com/nawawi_kadir/status/1759555584783982630","1451541107943243782","nawawi_kadir"
"1759469220730224694","Mon Feb 19 12:24:53 +0000 2024","0","@kopididid Dah lah. Saya golput kok. Golput itu berangkat dari skeptisisme terhadap pemerintah maupun proses demokrasi saat ini. Situ mah pendukung 01 atau 03 yang kecewa jagoanya kalah.","1759554646606234031","","kopididid","in","Rostov-na-Donu, Russia","0","1","0","https://x.com/profatitty/status/1759554646606234031","62761660","profatitty"
"1759551415973003424","Mon Feb 19 12:23:00 +0000 2024","0","@A_ZeeJKT48 awokawok pesen ojol aja zoy... eh punten golput aja","1759554173602001138","","_zeeasadel","in","","0","0","0","https://x.com/dingggstar12/status/1759554173602001138","1236325959961198592","dingggstar12"
"1759554100247908401","Mon Feb 19 12:22:43 +0000 2024","0","Entah perhitungan gua bener atau ngga tapi kayaknya jumlah pemilih yang golput pada pilpres 2024 ini meningkat lebih banyak ketimbang pilpres 2019. Memilih golput adalah hak masing-masing. Tapi mau golput atau ngga presiden terpilih tetap akan diresmikan nanti.","1759554100247908401","","","in","Bekasi, Jawa Barat","0","0","0","https://x.com/fathurparkerr/status/1759554100247908401","162712917","fathurparkerr"
"1759553765957673229","Mon Feb 19 12:21:23 +0000 2024","0","2004 : GOLPUT 2009 : GOLPUT 2014 : GOLPUT 2019 : GOLPUT 2024 : PRABOWO 2029 : PRABOWO","1759553765957673229","","","in","","0","0","0","https://x.com/AgusMubis/status/1759553765957673229","1221105296421965824","AgusMubis"
"1759482267041431658","Mon Feb 19 12:19:43 +0000 2024","0","@WeduusBalap @PartaiSocmed @deddysitorus Pendukung 03? boneka megawati itu? Atau pendukung anis yg kapan hari ngeroasting prabowo di debat pilpres? Sorry yee gw golput","1759553346061697487","","","in","Somalia","0","0","0","https://x.com/ekofebris1/status/1759553346061697487","1074053350180581376","ekofebris1"
"1759501819318096124","Mon Feb 19 12:17:06 +0000 2024","0","@JimlyAs SELURUH RAKYAT RI TERLIBAT DALAM PEMILU KECUALI YG GOLPUT","1759552689686655400","","JimlyAs","in","","0","0","0","https://x.com/Sultankwkwkw/status/1759552689686655400","1740349318836768768","Sultankwkwkw"
"1759210258122276948","Mon Feb 19 12:15:57 +0000 2024","0","@Miduk17 Surya Paloh adl pebisnis sekaligus politisi ulung jadi ketika beliau berupaya mendekati pemegang kekuasaan maka itu bisa dibaca sbg upaya meraih akses jabatan politik sekaligus memastikan operasi bisnisnya tetap aman","1759552397603709212","","JhonSitorus_18","in","","0","0","0","https://x.com/Pengejar_Visi/status/1759552397603709212","1515665369213861896","Pengejar_Visi"
